ID,COD_UF_A,UF_A,source,NOMEMUN_A,COD_UF_B,UF_B,target,NOMEMUN_B,VAR01,VAR02,VAR03,VAR04,weekly_flow,VAR06,VAR07,VAR08,VAR09,VAR10,VAR11,VAR12,VAR13,VAR14,pij,edge_key,keep_top5,keep
43187054322004,43,RS,4318705,São Leopoldo,43,RS,4322004,Triunfo,Núcleo de Capital Regional C (Novo Hamburgo/São Leopoldo),Centro Local,15.75,120,0.0,1.0,1.0,-51.1462345613,-29.7658665426,-51.7153128356,-29.9452042657,0.0,Não,0.13125,1.0,"(4318705, 4322004)",True,True
52000505216403,52,GO,5200050,Abadia de Goiás,52,GO,5216403,Paraúna,Integrante de Metrópole (Goiânia),Centro Local,21.0,160,0.0,21.0,21.0,-49.440547833,-16.7588118953,-50.4576405931,-16.9466970089,0.0,Não,0.13125,1.0,"(5200050, 5216403)",True,True
41169014123709,41,PR,4116901,Nova Esperança,41,PR,4123709,Santa Isabel do Ivaí,Centro Local,Centro Local,21.02,160,0.0,42.0,42.0,-52.2048663637,-23.1842513919,-53.1959475098,-23.001088809,0.0,Não,0.131375,1.0,"(4116901, 4123709)",True,True
43069324317400,43,RS,4306932,Entre-Ijuís,43,RS,4317400,Santiago,Centro Local,Centro de Zona A,25.65,195,0.0,8.0,8.0,-54.271431851,-28.3627942778,-54.8690758536,-29.191460171,0.0,Não,0.131538461538462,1.0,"(4306932, 4317400)",True,True
43095064317509,43,RS,4309506,Guarani das Missões,43,RS,4317509,Santo Ângelo,Centro Local,Centro Subregional A,8.55,65,0.0,35.0,35.0,-54.5605559298,-28.141779257,-54.2641427982,-28.3019378735,0.0,Não,0.131538461538462,1.0,"(4309506, 4317509)",True,True
42105065007695,42,SC,4210506,Maravilha,50,MS,5007695,São Gabriel do Oeste,Centro de Zona A,Centro Local,151.36,1150,0.0,31.0,31.0,-53.174818816,-26.7616239474,-54.5645690942,-19.3955213697,0.0,Não,0.131617391304348,1.0,"(4210506, 5007695)",True,True
35442514117107,35,SP,3544251,Rosana,41,PR,4117107,Nova Londrina,Centro Local,Centro de Zona B,10.53,80,0.0,14.0,14.0,-53.0586544791,-22.5811754994,-52.9863126297,-22.7638686048,0.0,Não,0.131625,1.0,"(3544251, 4117107)",True,True
43117754321501,43,RS,4311775,Maquiné,43,RS,4321501,Torres,Centro Local,Centro de Zona A,11.85,90,0.0,24.0,24.0,-50.2033948124,-29.6791370127,-49.7304044942,-29.3359306144,0.0,Não,0.131666666666667,1.0,"(4311775, 4321501)",True,True
29146042918357,29,BA,2914604,Irecê,29,BA,2918357,João Dourado,Centro Subregional A,Centro Local,3.95,30,0.0,22.0,22.0,-41.8588604759,-11.3033796242,-41.6599891795,-11.3464052251,10.0,Não,0.131666666666667,1.0,"(2914604, 2918357)",True,True
35247093548005,35,SP,3524709,Jaguariúna,35,SP,3548005,Santo Antônio de Posse,Integrante de Capital Regional A (Campinas),Centro Local,3.95,30,0.0,146.0,146.0,-46.9823434659,-22.7067819579,-46.9159098997,-22.6047968522,0.0,Não,0.131666666666667,1.0,"(3524709, 3548005)",True,True
35373054126603,35,SP,3537305,Penápolis,41,PR,4126603,Siqueira Campos,Centro de Zona A,Centro de Zona B,46.1,350,0.0,7.0,7.0,-50.0730362751,-21.4183830153,-49.8314969706,-23.687708383,0.0,Não,0.131714285714286,1.0,"(3537305, 4126603)",True,True
43208005107909,43,RS,4320800,Soledade,51,MT,5107909,Sinop,Centro de Zona A,Centro Subregional A,296.7,2250,0.0,28.0,28.0,-52.509866171,-28.8277379534,-55.5009220025,-11.8580053085,0.0,Não,0.131866666666667,1.0,"(4320800, 5107909)",True,True
35178023518206,35,SP,3517802,Guaraçaí,35,SP,3518206,Guararapes,Centro Local,Centro de Zona B,12.54,95,0.0,35.0,35.0,-51.2091063454,-21.0328813879,-50.6426390485,-21.253446495,0.0,Não,0.132,1.0,"(3517802, 3518206)",True,True
43101084313201,43,RS,4310108,Igrejinha,43,RS,4313201,Nova Petrópolis,Centro Local,Centro de Zona B,13.2,100,0.0,7.0,7.0,-50.7987107337,-29.5722204556,-51.1069539244,-29.3762088692,0.0,Não,0.132,1.0,"(4310108, 4313201)",True,True
29193063306305,29,BA,2919306,Lençóis,33,RJ,3306305,Volta Redonda,Centro Local,Núcleo de Capital Regional C (Volta Redonda - Barra Mansa),212.0,1605,0.0,7.0,7.0,-41.3940311365,-12.5640631152,-44.0935218846,-22.5099676007,0.0,Não,0.13208722741433,1.0,"(2919306, 3306305)",True,True
29144062919157,29,BA,2914406,Iraquara,29,BA,2919157,Lapão,Centro Local,Centro Local,14.53,110,0.0,45.0,45.0,-41.6179588573,-12.2435010166,-41.8319086531,-11.3801390541,0.0,Não,0.132090909090909,1.0,"(2914406, 2919157)",True,True
43127084320107,43,RS,4312708,Nonoai,43,RS,4320107,Sarandi,Centro de Zona B,Centro de Zona A,15.86,120,0.0,27.0,27.0,-52.776188567,-27.3546645326,-52.9254610593,-27.9435951775,0.0,Não,0.132166666666667,1.0,"(4312708, 4320107)",True,True
42021074210001,42,SC,4202107,Barra Velha,42,SC,4210001,Luiz Alves,Centro Local,Centro Local,11.9,90,0.0,10.0,10.0,-48.6838642745,-26.6343614081,-48.9260467723,-26.7211107869,0.0,Não,0.132222222222222,1.0,"(4202107, 4210001)",True,True
43031034313508,43,RS,4303103,Cachoeirinha,43,RS,4313508,Osório,Integrante de Metrópole (Porto Alegre),Centro de Zona A,17.85,135,0.0,90.0,90.0,-51.0936769542,-29.9506294448,-50.2667978126,-29.8926970773,0.0,Não,0.132222222222222,1.0,"(4303103, 4313508)",True,True
43010574311775,43,RS,4301057,Arroio do Sal,43,RS,4311775,Maquiné,Centro Local,Centro Local,11.25,85,0.0,24.0,24.0,-49.932957518,-29.5929607438,-50.2033948124,-29.6791370127,0.0,Não,0.132352941176471,1.0,"(4301057, 4311775)",True,True
43052074317905,43,RS,4305207,Cerro Largo,43,RS,4317905,Santo Cristo,Centro de Zona A,Centro Local,15.9,120,0.0,6.0,6.0,-54.7399972395,-28.1478408774,-54.6687478955,-27.8199297348,0.0,Não,0.1325,1.0,"(4305207, 4317905)",True,True
41281044316907,41,PR,4128104,Umuarama,43,RS,4316907,Santa Maria,Centro Subregional A,Capital Regional B,150.5,1135,0.0,28.0,28.0,-53.3084598051,-23.7639500004,-53.808675395,-29.6855818036,0.0,Não,0.132599118942731,1.0,"(4128104, 4316907)",True,True
29108002928604,29,BA,2910800,Feira de Santana,29,BA,2928604,Santo Amaro,Núcleo de Capital Regional B (Feira de Santana),Centro Local,9.3,70,0.0,70.0,70.0,-38.9600330961,-12.2292842522,-38.7090314622,-12.5491401087,0.0,Não,0.132857142857143,1.0,"(2910800, 2928604)",True,True
42065044218202,42,SC,4206504,Guaramirim,42,SC,4218202,Timbó,Integrante de Capital Regional B (Joinville),Centro de Zona A,15.99,120,0.0,45.0,45.0,-48.9921042663,-26.4744451282,-49.27771229,-26.8229025753,0.0,Não,0.13325,1.0,"(4206504, 4218202)",True,True
11001481100189,11,RO,1100148,Nova Brasilândia D'Oeste,11,RO,1100189,Pimenta Bueno,Centro Local,Centro Local,28.0,210,0.0,13.0,13.0,-62.3082301632,-11.721325414,-61.1836656738,-11.6775369901,0.0,Não,0.133333333333333,1.0,"(1100148, 1100189)",True,True
14002091400308,14,RR,1400209,Caracaraí,14,RR,1400308,Mucajaí,Centro Local,Centro Local,12.0,90,0.0,35.0,35.0,-61.1491768703,1.80387124696,-60.9115185308,2.479772235,0.0,Sim,0.133333333333333,1.0,"(1400209, 1400308)",True,True
23003092305506,23,CE,2300309,Acopiara,23,CE,2305506,Iguatu,Centro Local,Centro Subregional A,6.0,45,0.0,576.0,576.0,-39.4557052759,-6.09276199477,-39.2999056778,-6.36055472032,0.0,Não,0.133333333333333,1.0,"(2300309, 2305506)",True,True
25063012513703,25,PB,2506301,Guarabira,25,PB,2513703,Santa Rita,Centro Subregional A,Integrante de Capital Regional A (João Pessoa),12.0,90,0.0,154.0,154.0,-35.4899649851,-6.8527149999,-34.9658392783,-7.1380845,0.0,Não,0.133333333333333,1.0,"(2506301, 2513703)",True,True
27067032708600,27,AL,2706703,Penedo,27,AL,2708600,São Miguel dos Campos,Centro de Zona A,Centro de Zona A,16.0,120,0.0,21.0,21.0,-36.5804602137,-10.2961102982,-36.0942642748,-9.77993457572,7.0,Não,0.133333333333333,1.0,"(2706703, 2708600)",True,True
27086002708907,27,AL,2708600,São Miguel dos Campos,27,AL,2708907,Satuba,Centro de Zona A,Integrante de Capital Regional A (Maceió),8.0,60,0.0,98.0,98.0,-36.0942642748,-9.77993457572,-35.8285402273,-9.5694278677,91.0,Não,0.133333333333333,1.0,"(2708600, 2708907)",True,True
31362075102504,31,MG,3136207,João Monlevade,51,MT,5102504,Cáceres,Centro de Zona A,Centro Subregional A,192.0,1440,0.0,19.0,19.0,-43.1745712715,-19.8056386943,-57.6747623071,-16.0740956302,0.0,Não,0.133333333333333,1.0,"(3136207, 5102504)",True,True
35039013546801,35,SP,3503901,Arujá,35,SP,3546801,Santa Isabel,Integrante de Metrópole (São Paulo),Integrante de Metrópole (São Paulo),4.0,30,0.0,1161.0,1161.0,-46.3204896004,-23.3958267409,-46.2270128421,-23.3180884997,0.0,Não,0.133333333333333,1.0,"(3503901, 3546801)",True,True
35055003531902,35,SP,3505500,Barretos,35,SP,3531902,Morro Agudo,Centro Subregional A,Centro Local,12.0,90,0.0,28.0,28.0,-48.5673778391,-20.5584555151,-48.0575938251,-20.7326629998,0.0,Não,0.133333333333333,1.0,"(3505500, 3531902)",True,True
35288093535507,35,SP,3528809,Maracaí,35,SP,3535507,Paraguaçu Paulista,Centro Local,Centro de Zona B,4.0,30,0.0,72.0,72.0,-50.6689682491,-22.610415337,-50.5750285305,-22.41771102,0.0,Não,0.133333333333333,1.0,"(3528809, 3535507)",True,True
41046594104907,41,PR,4104659,Carambeí,41,PR,4104907,Castro,Centro Local,Centro Local,4.0,30,0.0,92.0,92.0,-50.1130915116,-24.9508729804,-50.0028111276,-24.7954174998,0.0,Não,0.133333333333333,1.0,"(4104659, 4104907)",True,True
43014044311403,43,RS,4301404,Arvorezinha,43,RS,4311403,Lajeado,Centro de Zona B,Centro Subregional A,20.0,150,0.0,55.0,55.0,-52.1795119391,-28.8730493918,-51.9678277002,-29.4654544028,0.0,Não,0.133333333333333,1.0,"(4301404, 4311403)",True,True
43126584320800,43,RS,4312658,Não-Me-Toque,43,RS,4320800,Soledade,Centro Local,Centro de Zona A,16.0,120,0.0,60.0,60.0,-52.8192794921,-28.4599067659,-52.509866171,-28.8277379534,0.0,Sim,0.133333333333333,1.0,"(4312658, 4320800)",True,True
52001345218805,52,GO,5200134,Acreúna,52,GO,5218805,Rio Verde,Centro Local,Centro Subregional A,12.0,90,0.0,76.0,76.0,-50.3749733665,-17.3981562191,-50.9296809305,-17.7945434016,0.0,Não,0.133333333333333,1.0,"(5200134, 5218805)",True,True
52045085210109,52,GO,5204508,Caldas Novas,52,GO,5210109,Ipameri,Centro de Zona A,Centro Local,8.0,60,0.0,28.0,28.0,-48.6211974747,-17.7435388679,-48.1586676784,-17.7221768118,0.0,Não,0.133333333333333,1.0,"(5204508, 5210109)",True,True
52045085218789,52,GO,5204508,Caldas Novas,52,GO,5218789,Rio Quente,Centro de Zona A,Centro Local,4.0,30,0.0,238.0,238.0,-48.6211974747,-17.7435388679,-48.7726682958,-17.7677458124,0.0,Não,0.133333333333333,1.0,"(5204508, 5218789)",True,True
52054065221700,52,GO,5205406,Ceres,52,GO,5221700,Uruana,Centro de Zona A,Centro Local,6.0,45,0.0,50.0,50.0,-49.6033462322,-15.3070283357,-49.6794807089,-15.5011652331,0.0,Não,0.133333333333333,1.0,"(5205406, 5221700)",True,True
52054555216403,52,GO,5205455,Cezarina,52,GO,5216403,Paraúna,Centro Local,Centro Local,12.0,90,0.0,28.0,28.0,-49.7731689824,-16.9677922829,-50.4576405931,-16.9466970089,0.0,Não,0.133333333333333,1.0,"(5205455, 5216403)",True,True
52057035220108,52,GO,5205703,Córrego do Ouro,52,GO,5220108,São Luís de Montes Belos,Centro Local,Centro de Zona A,8.0,60,0.0,22.0,22.0,-50.5558190728,-16.2953575518,-50.3742880031,-16.5198101601,0.0,Não,0.133333333333333,1.0,"(5205703, 5220108)",True,True
52117015221502,52,GO,5211701,Jandaia,52,GO,5221502,Turvânia,Centro Local,Centro Local,8.0,60,0.0,18.0,18.0,-50.148007636,-17.0494211397,-50.1319530549,-16.6098037803,0.0,Não,0.133333333333333,1.0,"(5211701, 5221502)",True,True
29144062914703,29,BA,2914406,Iraquara,29,BA,2914703,Itaberaba,Centro Local,Centro Subregional B,34.68,260,0.0,14.0,14.0,-41.6179588573,-12.2435010166,-40.30699492,-12.5322540891,0.0,Não,0.133384615384615,1.0,"(2914406, 2914703)",True,True
35434023549706,35,SP,3543402,Ribeirão Preto,35,SP,3549706,São José do Rio Pardo,Núcleo de Capital Regional B (Ribeirão Preto),Centro de Zona A,26.7,200,0.0,48.0,48.0,-47.8054759159,-21.1848345001,-46.8882658894,-21.5961025,0.0,Não,0.1335,1.0,"(3543402, 3549706)",True,True
32001023204609,32,ES,3200102,Afonso Cláudio,32,ES,3204609,Santa Teresa,Centro de Zona B,Centro Local,24.7,185,0.0,0.5,0.5,-41.1254597168,-20.0770400098,-40.5989977215,-19.9377143171,0.0,Não,0.133513513513514,1.0,"(3200102, 3204609)",True,True
51034035106109,51,MT,5103403,Cuiabá,51,MT,5106109,Nossa Senhora do Livramento,Núcleo de Capital Regional A (Cuiabá),Centro Local,11.35,85,0.0,84.0,84.0,-56.0732520384,-15.5699890129,-56.3452585553,-15.7896762063,0.0,Não,0.133529411764706,1.0,"(5103403, 5106109)",True,True
31026053530706,31,MG,3102605,Andradas,35,SP,3530706,Mogi Guaçu,Centro de Zona B,Centro de Zona A,12.7,95,0.0,19.0,19.0,-46.5755830012,-22.0728073439,-46.9444740883,-22.3657201891,0.0,Não,0.133684210526316,1.0,"(3102605, 3530706)",True,True
41021094116307,41,PR,4102109,Astorga,41,PR,4116307,Munhoz de Melo,Centro Local,Centro Local,5.35,40,0.0,14.0,14.0,-51.6696792628,-23.2367119648,-51.775757908,-23.1456928027,0.0,Não,0.13375,1.0,"(4102109, 4116307)",True,True
43094074319505,43,RS,4309407,Guaporé,43,RS,4319505,São Sebastião do Caí,Centro de Zona A,Centro de Zona B,28.8,215,0.0,5.0,5.0,-51.8906506872,-28.8491336406,-51.3766648238,-29.5920803309,0.0,Não,0.133953488372093,1.0,"(4309407, 4319505)",True,True
43114034312658,43,RS,4311403,Lajeado,43,RS,4312658,Não-Me-Toque,Centro Subregional A,Centro Local,43.55,325,0.0,12.0,12.0,-51.9678277002,-29.4654544028,-52.8192794921,-28.4599067659,0.0,Não,0.134,1.0,"(4311403, 4312658)",True,True
23028002307700,23,CE,2302800,Canindé,23,CE,2307700,Maranguape,Centro de Zona A,Integrante de Metrópole (Fortaleza),13.4,100,0.0,48.0,48.0,-39.3103429532,-4.35534428981,-38.6858512476,-3.89186945981,0.0,Não,0.134,1.0,"(2302800, 2307700)",True,True
35041073523404,35,SP,3504107,Atibaia,35,SP,3523404,Itatiba,Integrante de Metrópole (São Paulo),Integrante de Metrópole (São Paulo),6.7,50,0.0,66.0,66.0,-46.5550625009,-23.1163079998,-46.8375578532,-23.0048529997,0.0,Não,0.134,1.0,"(3504107, 3523404)",True,True
43061064322202,43,RS,4306106,Cruz Alta,43,RS,4322202,Tupanciretã,Centro Subregional B,Centro Local,13.4,100,0.0,30.0,30.0,-53.6052407622,-28.6424466087,-53.8406300555,-29.0774797297,0.0,Não,0.134,1.0,"(4306106, 4322202)",True,True
35488073551009,35,SP,3548807,São Caetano do Sul,35,SP,3551009,São Vicente,Integrante de Metrópole (São Paulo),Integrante de Capital Regional C (Santos),20.11,150,0.0,224.0,224.0,-46.5715146085,-23.6147050004,-46.384490817,-23.9673729996,0.0,Não,0.134066666666667,1.0,"(3548807, 3551009)",True,True
29310043550308,29,BA,2931004,Tanhaçu,35,SP,3550308,São Paulo,Centro Local,Núcleo de Metrópole (São Paulo),213.18,1590,0.0,38.0,38.0,-41.2543335103,-14.0255080591,-46.5703831822,-23.5673865001,0.0,Não,0.134075471698113,1.0,"(2931004, 3550308)",True,True
43068094312658,43,RS,4306809,Encantado,43,RS,4312658,Não-Me-Toque,Centro de Zona A,Centro Local,37.55,280,0.0,12.0,12.0,-51.8730231342,-29.2399172076,-52.8192794921,-28.4599067659,0.0,Não,0.134107142857143,1.0,"(4306809, 4312658)",True,True
43208005104104,43,RS,4320800,Soledade,51,MT,5104104,Guarantã do Norte,Centro de Zona A,Centro Local,323.95,2415,0.0,14.0,14.0,-52.509866171,-28.8277379534,-54.9160573114,-9.95407323349,0.0,Não,0.134140786749482,1.0,"(4320800, 5104104)",True,True
32045593204609,32,ES,3204559,Santa Maria de Jetibá,32,ES,3204609,Santa Teresa,Centro Local,Centro Local,8.05,60,0.0,33.0,33.0,-40.7416178008,-20.0288140584,-40.5989977215,-19.9377143171,0.0,Não,0.134166666666667,1.0,"(3204559, 3204609)",True,True
29108002927507,29,BA,2910800,Feira de Santana,29,BA,2927507,Santa Bárbara,Núcleo de Capital Regional B (Feira de Santana),Centro Local,4.03,30,0.0,959.0,959.0,-38.9600330961,-12.2292842522,-38.9661390062,-11.9569028339,240.0,Não,0.134333333333333,1.0,"(2910800, 2927507)",True,True
29111053549409,29,BA,2911105,Formosa do Rio Preto,35,SP,3549409,São Joaquim da Barra,Centro Local,Centro de Zona B,185.39,1380,0.0,2.0,2.0,-45.1909909096,-11.0470324903,-47.863268071,-20.5831655547,0.0,Não,0.134340579710145,1.0,"(2911105, 3549409)",True,True
33041513304524,33,RJ,3304151,Quissamã,33,RJ,3304524,Rio das Ostras,Centro Local,Centro Local,15.45,115,0.0,7.0,7.0,-41.4725094002,-22.1066401657,-41.9369671271,-22.5239411857,0.0,Não,0.134347826086957,1.0,"(3304151, 3304524)",True,True
43043094320800,43,RS,4304309,Cândido Godói,43,RS,4320800,Soledade,Centro Local,Centro de Zona A,43.0,320,0.0,26.0,26.0,-54.7528340428,-27.9513180678,-52.509866171,-28.8277379534,0.0,Não,0.134375,1.0,"(4304309, 4320800)",True,True
43009014307005,43,RS,4300901,Aratiba,43,RS,4307005,Erechim,Centro Local,Centro Subregional A,6.05,45,0.0,42.0,42.0,-52.3038319552,-27.3944441287,-52.2758768981,-27.6334058107,0.0,Não,0.134444444444444,1.0,"(4300901, 4307005)",True,True
31521053201209,31,MG,3152105,Ponte Nova,32,ES,3201209,Cachoeiro de Itapemirim,Centro Subregional A,Capital Regional C,63.61,473,0.0,7.0,7.0,-42.9096842699,-20.4166434227,-41.11191881,-20.8501123501,0.0,Não,0.134482029598309,1.0,"(3152105, 3201209)",True,True
41257044314902,41,PR,4125704,São Miguel do Iguaçu,43,RS,4314902,Porto Alegre,Centro Local,Núcleo de Metrópole (Porto Alegre),128.47,955,0.0,20.0,20.0,-54.2421205542,-25.348894267,-51.2286604638,-30.0300367747,0.0,Não,0.134523560209424,1.0,"(4125704, 4314902)",True,True
31521053202306,31,MG,3152105,Ponte Nova,32,ES,3202306,Guaçuí,Centro Subregional A,Centro Local,48.16,358,0.0,7.0,7.0,-42.9096842699,-20.4166434227,-41.679496293,-20.7753378049,0.0,Não,0.134525139664804,1.0,"(3152105, 3202306)",True,True
32045593205309,32,ES,3204559,Santa Maria de Jetibá,32,ES,3205309,Vitória,Centro Local,Núcleo de Capital Regional A (Vitória),17.5,130,0.0,73.0,73.0,-40.7416178008,-20.0288140584,-40.3222087268,-20.3201537925,0.0,Não,0.134615384615385,1.0,"(3204559, 3205309)",True,True
35060033522901,35,SP,3506003,Bauru,35,SP,3522901,Itapuí,Capital Regional C,Centro Local,8.75,65,0.0,12.0,12.0,-49.083000867,-22.3251224996,-48.7188741596,-22.232127625,0.0,Não,0.134615384615385,1.0,"(3506003, 3522901)",True,True
31518003530508,31,MG,3151800,Poços de Caldas,35,SP,3530508,Mococa,Centro Subregional A,Centro de Zona B,20.2,150,0.0,56.0,56.0,-46.5664100449,-21.7873635787,-47.0071709786,-21.4689905099,0.0,Não,0.134666666666667,1.0,"(3151800, 3530508)",True,True
43178064321402,43,RS,4317806,Santo Augusto,43,RS,4321402,Tenente Portela,Centro de Zona B,Centro de Zona B,15.5,115,0.0,33.0,33.0,-53.7788495987,-27.8534907761,-53.7572696153,-27.3721669189,0.0,Não,0.134782608695652,1.0,"(4317806, 4321402)",True,True
42187074321451,42,SC,4218707,Tubarão,43,RS,4321451,Teutônia,Centro Subregional A,Centro de Zona B,63.35,470,0.0,21.0,21.0,-49.0052680775,-28.4800339476,-51.8128168705,-29.4889144361,0.0,Não,0.134787234042553,1.0,"(4218707, 4321451)",True,True
29322002932903,29,BA,2932200,Ubaitaba,29,BA,2932903,Valença,Centro Local,Centro Subregional B,24.27,180,0.0,112.0,112.0,-39.3225474053,-14.310436368,-39.0723502475,-13.3703415066,0.0,Não,0.134833333333333,1.0,"(2932200, 2932903)",True,True
35032085211909,35,SP,3503208,Araraquara,52,GO,5211909,Jataí,Capital Regional C,Centro de Zona A,89.08,660,0.0,14.0,14.0,-48.1744399372,-21.7903595001,-51.7208180373,-17.8862323338,0.0,Não,0.134969696969697,1.0,"(3503208, 5211909)",True,True
35005013551603,35,SP,3500501,Águas de Lindóia,35,SP,3551603,Serra Negra,Centro Local,Centro Local,4.05,30,0.0,214.0,214.0,-46.6317788362,-22.4738220365,-46.7017913804,-22.6126935221,0.0,Não,0.135,1.0,"(3500501, 3551603)",True,True
35013013514403,35,SP,3501301,Álvares Machado,35,SP,3514403,Dracena,Centro Local,Centro de Zona A,16.2,120,0.0,5.0,5.0,-51.4687972729,-22.0777789949,-51.5340496605,-21.4861375353,0.0,Não,0.135,1.0,"(3501301, 3514403)",True,True
35261003542602,35,SP,3526100,Juquiá,35,SP,3542602,Registro,Centro Local,Centro Subregional B,4.05,30,0.0,536.0,536.0,-47.635341968,-24.3207030787,-47.8410547517,-24.4942514278,0.0,Não,0.135,1.0,"(3526100, 3542602)",True,True
41169014121000,41,PR,4116901,Nova Esperança,41,PR,4121000,Querência do Norte,Centro Local,Centro Local,32.4,240,0.0,28.0,28.0,-52.2048663637,-23.1842513919,-53.4870407064,-23.0865285789,0.0,Não,0.135,1.0,"(4116901, 4121000)",True,True
43051084308201,43,RS,4305108,Caxias do Sul,43,RS,4308201,Flores da Cunha,Núcleo de Capital Regional B (Caxias do Sul),Centro Local,4.05,30,0.0,399.0,399.0,-51.178860206,-29.1668990114,-51.1822205768,-29.0311421433,0.0,Não,0.135,1.0,"(4305108, 4308201)",True,True
32033203204203,32,ES,3203320,Marataízes,32,ES,3204203,Piúma,Centro Local,Centro Local,5.4,40,0.0,551.0,551.0,-40.8301872861,-21.0429962752,-40.7279809409,-20.8376088994,0.0,Não,0.135,1.0,"(3203320, 3204203)",True,True
35192043555000,35,SP,3519204,Iacri,35,SP,3555000,Tupã,Centro Local,Centro de Zona A,2.7,20,0.0,204.0,204.0,-50.689199932,-21.8550610871,-50.5140064217,-21.9348215097,0.0,Não,0.135,1.0,"(3519204, 3555000)",True,True
29144063509502,29,BA,2914406,Iraquara,35,SP,3509502,Campinas,Centro Local,Núcleo de Capital Regional A (Campinas),305.32,2260,0.0,8.0,8.0,-41.6179588573,-12.2435010166,-47.0601562726,-22.9073424996,0.0,Não,0.135097345132743,1.0,"(2914406, 3509502)",True,True
41179094314902,41,PR,4117909,Palotina,43,RS,4314902,Porto Alegre,Centro Local,Núcleo de Metrópole (Porto Alegre),139.2,1030,0.0,20.0,20.0,-53.8387717243,-24.2794094848,-51.2286604638,-30.0300367747,0.0,Não,0.135145631067961,1.0,"(4117909, 4314902)",True,True
41240534304705,41,PR,4124053,Santa Terezinha de Itaipu,43,RS,4304705,Carazinho,Centro Local,Centro Subregional B,104.07,770,0.0,14.0,14.0,-54.3995187314,-25.4421605138,-52.7918973877,-28.2865105911,0.0,Não,0.135155844155844,1.0,"(4124053, 4304705)",True,True
29145052925204,29,BA,2914505,Irará,29,BA,2925204,Pojuca,Centro Local,Centro Local,16.22,120,0.0,27.0,27.0,-38.7716507788,-12.0337039636,-38.3271668775,-12.4292631348,0.0,Não,0.135166666666667,1.0,"(2914505, 2925204)",True,True
29002072910800,29,BA,2900207,Abaré,29,BA,2910800,Feira de Santana,Centro Local,Núcleo de Capital Regional B (Feira de Santana),81.15,600,0.0,14.0,14.0,-39.1165879394,-8.72341824586,-38.9600330961,-12.2292842522,0.0,Não,0.13525,1.0,"(2900207, 2910800)",True,True
42058034208500,42,SC,4205803,Garuva,42,SC,4208500,Ituporanga,Integrante de Capital Regional B (Joinville),Centro de Zona B,53.44,395,0.0,1.0,1.0,-48.849841859,-26.0220755064,-49.6034147012,-27.4148584909,0.0,Não,0.135291139240506,1.0,"(4205803, 4208500)",True,True
35019053548005,35,SP,3501905,Amparo,35,SP,3548005,Santo Antônio de Posse,Centro de Zona A,Centro Local,4.06,30,0.0,27.0,27.0,-46.7650856903,-22.699388626,-46.9159098997,-22.6047968522,0.0,Não,0.135333333333333,1.0,"(3501905, 3548005)",True,True
32027023204609,32,ES,3202702,Itaguaçu,32,ES,3204609,Santa Teresa,Centro Local,Centro Local,14.9,110,0.0,12.0,12.0,-40.8565984869,-19.8025077109,-40.5989977215,-19.9377143171,0.0,Não,0.135454545454546,1.0,"(3202702, 3204609)",True,True
43010084312658,43,RS,4301008,Arroio do Meio,43,RS,4312658,Não-Me-Toque,Centro de Zona B,Centro Local,42.0,310,0.0,12.0,12.0,-51.9474494916,-29.3988907191,-52.8192794921,-28.4599067659,0.0,Não,0.135483870967742,1.0,"(4301008, 4312658)",True,True
52000505207352,52,GO,5200050,Abadia de Goiás,52,GO,5207352,Edealina,Integrante de Metrópole (Goiânia),Centro Local,28.46,210,0.0,7.0,7.0,-49.440547833,-16.7588118953,-49.6646951089,-17.4228916979,0.0,Não,0.13552380952381,1.0,"(5200050, 5207352)",True,True
15042085204706,15,PA,1504208,Marabá,52,GO,5204706,Campinorte,Capital Regional C,Centro Local,160.0,1180,0.0,7.0,7.0,-49.1420253334,-5.35260576315,-49.1563472951,-14.3105979564,0.0,Não,0.135593220338983,1.0,"(1504208, 5204706)",True,True
29223002928703,29,BA,2922300,Muritiba,29,BA,2928703,Santo Antônio de Jesus,Centro Local,Centro Subregional A,10.85,80,0.0,46.0,46.0,-38.9886888176,-12.6233724419,-39.2611312576,-12.9680077693,0.0,Não,0.135625,1.0,"(2922300, 2928703)",True,True
29250062928703,29,BA,2925006,Planalto,29,BA,2928703,Santo Antônio de Jesus,Centro Local,Centro Subregional A,54.95,405,0.0,14.0,14.0,-40.4846403762,-14.67016997,-39.2611312576,-12.9680077693,0.0,Não,0.135679012345679,1.0,"(2925006, 2928703)",True,True
15014021505502,15,PA,1501402,Belém,15,PA,1505502,Paragominas,Núcleo de Metrópole (Belém),Centro Subregional B,38.0,280,0.0,264.0,264.0,-48.4878256878,-1.45984500045,-47.3569615608,-2.99419050029,0.0,Não,0.135714285714286,1.0,"(1501402, 1505502)",True,True
35111023551702,35,SP,3511102,Catanduva,35,SP,3551702,Sertãozinho,Centro Subregional A,Integrante de Capital Regional B (Ribeirão Preto),19.0,140,0.0,147.0,147.0,-48.9758709395,-21.1395385004,-47.9911484311,-21.1370215048,0.0,Não,0.135714285714286,1.0,"(3511102, 3551702)",True,True
35413073547700,35,SP,3541307,Presidente Epitácio,35,SP,3547700,Santo Anastácio,Centro de Zona B,Centro Local,9.5,70,0.0,158.0,158.0,-52.1152758268,-21.7687819952,-51.6498922119,-21.9730210203,0.0,Não,0.135714285714286,1.0,"(3541307, 3547700)",True,True
